0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,250,3000,0.1,10,10,50,18,5,7,2,10,4,2,2000,10,-,-,-,-
0.9,250,3000,0.1,10,10,50,18,5,7,2,10,4,2,2000,10,4.14,0.09,2.51,12.7
0.8,250,3000,0.1,10,10,50,18,5,7,2,10,4,2,2000,10,5.08,0.21,2.98,15
0.7,250,3000,0.1,10,10,50,18,5,7,2,10,4,2,2000,10,6.37,0.33,3.52,16.6
0.6,250,3000,0.1,10,10,50,18,5,7,2,10,4,2,2000,10,8.21,0.45,4.24,17.9
1,250,2750,0.1,10,10,50,18,5,7,2,10,4,2,2000,10,-,-,-,-
0.9,250,2750,0.1,10,10,50,18,5,7,2,10,4,2,2000,10,4.37,0.08,2.68,12.6
0.8,250,2750,0.1,10,10,50,18,5,7,2,10,4,2,2000,10,5.34,0.21,3.19,15
0.7,250,2750,0.1,10,10,50,18,5,7,2,10,4,2,2000,10,6.67,0.33,3.75,16.4
0.6,250,2750,0.1,10,10,50,18,5,7,2,10,4,2,2000,10,8.57,0.44,4.5,17.7
1,250,2500,0.1,10,10,50,18,5,7,2,10,4,2,2000,10,-,-,-,-
0.9,250,2500,0.1,10,10,50,18,5,7,2,10,4,2,2000,10,4.6,0.07,2.81,12
0.8,250,2500,0.1,10,10,50,18,5,7,2,10,4,2,2000,10,5.61,0.19,3.4,14.6
0.7,250,2500,0.1,10,10,50,18,5,7,2,10,4,2,2000,10,6.98,0.31,3.99,16.2
0.6,250,2500,0.1,10,10,50,18,5,7,2,10,4,2,2000,10,8.92,0.42,4.77,17.5
1,250,2250,0.1,10,10,50,18,5,7,2,10,4,2,2000,10,-,-,-,-
0.9,250,2250,0.1,10,10,50,18,5,7,2,10,4,2,2000,10,4.83,0.03,2.74,10.4
0.8,250,2250,0.1,10,10,50,18,5,7,2,10,4,2,2000,10,5.86,0.15,3.62,14
0.7,250,2250,0.1,10,10,50,18,5,7,2,10,4,2,2000,10,7.27,0.27,4.23,15.6
0.6,250,2250,0.1,10,10,50,18,5,7,2,10,4,2,2000,10,9.26,0.39,5.03,16.9
1,250,2000,0.1,10,10,50,18,5,7,2,10,4,2,2000,10,-,-,-,-
0.9,250,2000,0.1,10,10,50,18,5,7,2,10,4,2,2000,10,-,-,-,-
0.8,250,2000,0.1,10,10,50,18,5,7,2,10,4,2,2000,10,6.11,0.1,3.8,12.5
0.7,250,2000,0.1,10,10,50,18,5,7,2,10,4,2,2000,10,7.55,0.21,4.47,14.6
0.6,250,2000,0.1,10,10,50,18,5,7,2,10,4,2,2000,10,9.59,0.33,5.3,16
1,250,3000,0.1,10,10,50,16,5,7,2,10,4,2,2000,10,-,-,-,-
0.9,250,3000,0.1,10,10,50,16,5,7,2,10,4,2,2000,10,4.14,0.09,2.51,12.7
0.8,250,3000,0.1,10,10,50,16,5,7,2,10,4,2,2000,10,5.08,0.21,2.98,15
0.7,250,3000,0.1,10,10,50,16,5,7,2,10,4,2,2000,10,6.37,0.33,3.52,16.6
0.6,250,3000,0.1,10,10,50,16,5,7,2,10,4,2,2000,10,8.21,0.45,4.24,17.9
1,250,2750,0.1,10,10,50,16,5,7,2,10,4,2,2000,10,-,-,-,-
0.9,250,2750,0.1,10,10,50,16,5,7,2,10,4,2,2000,10,4.37,0.08,2.68,12.6
0.8,250,2750,0.1,10,10,50,16,5,7,2,10,4,2,2000,10,5.34,0.21,3.19,15
0.7,250,2750,0.1,10,10,50,16,5,7,2,10,4,2,2000,10,6.67,0.33,3.75,16.4
0.6,250,2750,0.1,10,10,50,16,5,7,2,10,4,2,2000,10,8.57,0.44,4.5,17.7
1,250,2500,0.1,10,10,50,16,5,7,2,10,4,2,2000,10,-,-,-,-
0.9,250,2500,0.1,10,10,50,16,5,7,2,10,4,2,2000,10,4.6,0.07,2.81,12
0.8,250,2500,0.1,10,10,50,16,5,7,2,10,4,2,2000,10,5.61,0.19,3.4,14.6
0.7,250,2500,0.1,10,10,50,16,5,7,2,10,4,2,2000,10,6.98,0.31,3.99,16.2
0.6,250,2500,0.1,10,10,50,16,5,7,2,10,4,2,2000,10,8.92,0.42,4.77,17.5
1,250,2250,0.1,10,10,50,16,5,7,2,10,4,2,2000,10,-,-,-,-
0.9,250,2250,0.1,10,10,50,16,5,7,2,10,4,2,2000,10,4.83,0.03,2.74,10.4
0.8,250,2250,0.1,10,10,50,16,5,7,2,10,4,2,2000,10,5.86,0.15,3.62,14
0.7,250,2250,0.1,10,10,50,16,5,7,2,10,4,2,2000,10,7.27,0.27,4.23,15.6
0.6,250,2250,0.1,10,10,50,16,5,7,2,10,4,2,2000,10,9.26,0.39,5.03,16.9
1,250,2000,0.1,10,10,50,16,5,7,2,10,4,2,2000,10,-,-,-,-
0.9,250,2000,0.1,10,10,50,16,5,7,2,10,4,2,2000,10,-,-,-,-
0.8,250,2000,0.1,10,10,50,16,5,7,2,10,4,2,2000,10,6.11,0.1,3.8,12.5
0.7,250,2000,0.1,10,10,50,16,5,7,2,10,4,2,2000,10,7.55,0.21,4.47,14.6
0.6,250,2000,0.1,10,10,50,16,5,7,2,10,4,2,2000,10,9.59,0.33,5.3,16
1,250,3000,0.1,10,10,50,14,5,7,2,10,4,2,2000,10,-,-,-,-
0.9,250,3000,0.1,10,10,50,14,5,7,2,10,4,2,2000,10,4.14,0.09,2.51,12.7
0.8,250,3000,0.1,10,10,50,14,5,7,2,10,4,2,2000,10,5.08,0.21,2.98,15
0.7,250,3000,0.1,10,10,50,14,5,7,2,10,4,2,2000,10,6.37,0.33,3.52,16.6
0.6,250,3000,0.1,10,10,50,14,5,7,2,10,4,2,2000,10,8.21,0.45,4.24,17.9
1,250,2750,0.1,10,10,50,14,5,7,2,10,4,2,2000,10,-,-,-,-
0.9,250,2750,0.1,10,10,50,14,5,7,2,10,4,2,2000,10,4.37,0.08,2.68,12.6
0.8,250,2750,0.1,10,10,50,14,5,7,2,10,4,2,2000,10,5.34,0.21,3.19,15
0.7,250,2750,0.1,10,10,50,14,5,7,2,10,4,2,2000,10,6.67,0.33,3.75,16.4
0.6,250,2750,0.1,10,10,50,14,5,7,2,10,4,2,2000,10,8.57,0.44,4.5,17.7
1,250,2500,0.1,10,10,50,14,5,7,2,10,4,2,2000,10,-,-,-,-
0.9,250,2500,0.1,10,10,50,14,5,7,2,10,4,2,2000,10,4.6,0.07,2.81,12
0.8,250,2500,0.1,10,10,50,14,5,7,2,10,4,2,2000,10,5.61,0.19,3.4,14.6
0.7,250,2500,0.1,10,10,50,14,5,7,2,10,4,2,2000,10,6.98,0.31,3.99,16.2
0.6,250,2500,0.1,10,10,50,14,5,7,2,10,4,2,2000,10,8.92,0.42,4.77,17.5
1,250,2250,0.1,10,10,50,14,5,7,2,10,4,2,2000,10,-,-,-,-
0.9,250,2250,0.1,10,10,50,14,5,7,2,10,4,2,2000,10,4.83,0.03,2.74,10.4
0.8,250,2250,0.1,10,10,50,14,5,7,2,10,4,2,2000,10,5.86,0.15,3.62,14
0.7,250,2250,0.1,10,10,50,14,5,7,2,10,4,2,2000,10,7.27,0.27,4.23,15.6
0.6,250,2250,0.1,10,10,50,14,5,7,2,10,4,2,2000,10,9.26,0.39,5.03,16.9
1,250,2000,0.1,10,10,50,14,5,7,2,10,4,2,2000,10,-,-,-,-
0.9,250,2000,0.1,10,10,50,14,5,7,2,10,4,2,2000,10,-,-,-,-
0.8,250,2000,0.1,10,10,50,14,5,7,2,10,4,2,2000,10,6.11,0.1,3.8,12.5
0.7,250,2000,0.1,10,10,50,14,5,7,2,10,4,2,2000,10,7.55,0.21,4.47,14.6
0.6,250,2000,0.1,10,10,50,14,5,7,2,10,4,2,2000,10,9.59,0.33,5.3,16
1,250,3000,0.1,10,10,50,18,5,6,2,10,4,2,2000,10,3.85,0,1.14,5.3
0.9,250,3000,0.1,10,10,50,18,5,6,2,10,4,2,2000,10,4.63,0.13,2.91,13.7
0.8,250,3000,0.1,10,10,50,18,5,6,2,10,4,2,2000,10,5.65,0.25,3.38,15.8
0.7,250,3000,0.1,10,10,50,18,5,6,2,10,4,2,2000,10,7.05,0.36,3.97,17.1
0.6,250,3000,0.1,10,10,50,18,5,6,2,10,4,2,2000,10,9.03,0.48,4.76,18.4
1,250,2750,0.1,10,10,50,18,5,6,2,10,4,2,2000,10,-,-,-,-
0.9,250,2750,0.1,10,10,50,18,5,6,2,10,4,2,2000,10,4.85,0.11,3.08,13.4
0.8,250,2750,0.1,10,10,50,18,5,6,2,10,4,2,2000,10,5.9,0.23,3.58,15.5
0.7,250,2750,0.1,10,10,50,18,5,6,2,10,4,2,2000,10,7.34,0.35,4.2,16.8
0.6,250,2750,0.1,10,10,50,18,5,6,2,10,4,2,2000,10,9.37,0.46,5.01,18.2
1,250,2500,0.1,10,10,50,18,5,6,2,10,4,2,2000,10,-,-,-,-
0.9,250,2500,0.1,10,10,50,18,5,6,2,10,4,2,2000,10,5.06,0.08,3.2,12.5
0.8,250,2500,0.1,10,10,50,18,5,6,2,10,4,2,2000,10,6.15,0.2,3.79,14.9
0.7,250,2500,0.1,10,10,50,18,5,6,2,10,4,2,2000,10,7.62,0.32,4.43,16.4
